,text,AG
2092,y yo atorado en el tráfico claramente tu eres la perra de esta relación httpstcocaxqqwhqq,1
2093, callate guarra,1
2094,eres una perra patética tu coño apesta y tu cabeza es wack estás enojado porque le diste la cabeza y te dejó perra,1
2095,ya callate hijo de tu puta madre tengo cosas que hacer y quiero dormirrrr para evitarlas,0
2096,hoy mi hermana me dijo ' ya callate perra latosa' tiene  años ya no se que esperar de este mundo,1
2097,que difícil decisión quedarme con mi cabello güero o cambiarlo ‍,0
2098,ninguna mujer es 'puta' httpstcocvcqmrig,0
2099, qué coño es eso    no la camisa de fuerza no,0
2100,cuanto hemos de aguantar y esperar para pedir de forma mayoritaria y pacíficamente como dicen los la dimisión inmediata de  httpstcohcwuhgfcy,0
2101, callate pinche perra tragacroquetas,1
2102, cállate perra hasta el casino te controla,1
2103,si lo hace un hombre es acoso si lo hace una mujer es un chiste la guerra de la izquierda contra los hombres httpstcoemztjysrf,0
2104,me quiero dormir y el vecino de aca puso musica para toda la cuadra encima canta callate hijo de puta quien te mintio y te dijo que cantas bien,0
2105,interesante dato que muestra una vez más la desvergüenza en la manipulación y las ganas de gresca a cualquier precio que tienen ciertos energúmenos que dicen amar la patria mientras roban y abusan de lo público echando la culpa de esos males a la inmigración httpstcoecbcxghyyh,0
2106,la que dijo me encargaré de que tengas hijos de puta tranquila dios te preparará tu sitio donde merecesaqui y aĺli,0
2107,no te mereces ni el aire que respiras escoria,0
2108,hay muchas mujeres que siguen calladas y con miedo a perder su trabajo' norma cardozo víctima de acoso en ,0
2109, quería enseñarle la polla a una tía y ha terminado viéndola todo twitter,0
2110,inmigrante  eh inmigrante ya te extraño httpstcoyibahhyw,0
2111, obvio que intentas hacer ahí una  y no te ha salido a quien le preguntes sabe que tú eres la zorra,1
2112,me parece perfecto haberme comido  empanadas arabes,0
2113,follar esta bien y mola pero no dejes que tu coñopolla controle tu vida,0
2114,abogada elsa martinez siempre manteniéndote informado httpstcojrmcefkz,0
2115,ahorita estaríamos viendo alguna de mis series raras en netflix mientras pegamos nuestros cabellos güeros pero como siempre nel pastel carnal,0
2116,la cumbia del infinito no conoce las fronteras se mueve por el perú y también por el gabacho ,0
2117, soy partidario de ayudar a la gente sin papeles pero se están aprovechando de nuestra solidaridad lo que faltaba por ver agredir a turistas y policias la única manera que nos obligan hacer es mantero sin papeles mantero a su país,0
2118,i want to write you a song se merecia mas y la puta madre la letra es lo mas hermoso y la melodia es paz total la concha de la lora se merecia mas,0
2119, callate puta a esa mierda la insulto cuando me da la gana y suerte que este podrido porque se lo samparia en la cara,1
2120, hay de viejos a viejos pero tu eres un viejo pendejo escoria de la sociedad,0
2121, pues aki tenemos a los nietos y tataranietos de un genocida viviendo de puta madre,0
2122,cuando decís que una mujer es guarra en la cama me la imagino lanzádoos caca y haciendo pis en vuestra cara y me río mucho,1
2123,me muero por decirte que te calles la puta boca de una puta jodida vez pero voy a pasar,0
2124, puta madre que desgracia del paiz un terruco probado asesino indultado enseñando en la primera univers del paiz que dicen ahira caraji los rabanos de m,0
2125,acabo de recordar que anoche soñé con mi futuro jefe porque el gabacho se despidió,0
2126,las migraciones no deben coordinarse deben rechazarse europa no necesita inmigración necesita que todos los inmigrantes sus hijos y nietos nacidos aquí se larguen no son bienvenidos,1
2127,tu puta madre pinche chamaco mejor cállate,0
2128,miguel amante  aumentan rescates de inmigrantes indocumentados httpstcogfaiagkpl via ,0
2129, cállate sorete buscan un muerto hijos de puta ojalá se te muera tu mascota en navidad,0
2130,con todo y sin todo el respeto que me mereces que pinche puta buena estas httpstcornpqzdbg,0
2131,preferían enfrentar los peligros de regresar a su hogar antes que ser encarcelados en estas condiciones señaló la organización que también demandó a la policía migratoria ice httpstcoufppn,0
2132, callate tu hijo de perra ay las mayus,0
2133,si alguien tiene la imagen del pokemon ese bailando con el machupichu hoy no cobras tirititirititiritiirii que la ponga,0
2134, esto no puede ser ni puta vergüenza tienen estos jueces,0
2135, callate viejo pelotudo culo roto cheto de cuarta hijo de puta cipayo aguante el pueblo la concha puta de tu jermu hermana tia abuela e hija la puta que te pario,0
2136,nuestra herencia cultural rt en español ha compartido un vídeo  min · una cultura andina construía islas artificiales siglos antes que lo hicieran en los emiratos árabes unidos httpstconwwpbjvee,0
2137, uuiifffff me encanta cómo me gustaría follarte bien tu coño y culo,0
2138, pablo callate de una puta vez te has ganado otro strike,0
2139, estos personajes consiguen sacarme las pasiones más bajas me encantaría que terminara en la puta calle,0
2140, que se te pegue mi polla en tu culo avers,0
2141,me quieren seguir en ig un montón de árabesturcosisraelíescreo que tengo cara de terrorista y no me di cuenta,0
2142, no seas hijo de puta nuño según tu eres representante de la educación puto viejo chismoso chupate mi verga,0
2143,baby tu eres de verdad ninguno de esta puta son genuina son como las louis v feca echa en china,0
2144,los sin papeles te roban el trabajo httpstcoocaxjmuh,0
2145,no jugó estados unidos o que a las gabachas no les pueden ganar me sorprende httpstcovjwvtcpi,0
2146,vamos la puta mare vamos vamos se lo merecia vamos dios como sufri lpm envía baila flor al ,0
2147, mami ellas son pendejas tú eres fabulosa léase en tono de soy bien perra,1
2148, que murmullos ni que hpta callate futbolera hijo de puta no estes sapiando peorra que no sabes ni mierda es quien contrat,0
2149,feliz año zorra te amo imbécil  ,0
2150,poesía orgasmos sábanas revueltas mi polla en tu cara he dicho ya orgasmos pásame otro gramo que voy tó jamao ,0
2151,la inmigracion legal si crea riqueza pero los ilegales solo nos cuestan dinero a los contribuyentes por que se les da de todo no  la riqueza se crea no se reparte httpstcosjcxmhwp vía ,0
2152, pero qué tontería a mí me enseñaron la del psoe todo era una puta mierda chavales hasta que llegó felipe gonzález y lo arregló,0
2153,hay q entender q este imbécil y todos los q lo repiten llevan cuatro años chupando polla madridista es normal q ahora salgan del armario paciencia volveran como ratas a esconderse httpstcobxlmuwvvrl,0
2154, si pero callate zorra,1
2155,migración dominicana cobra mil pesos a indocumentados para no deportarlos httpstcopaygpe httpstcodofomuoke,0
2156, callate perra jajajajajajajajajaja,1
2157,aquí pedro hablando de solidaridad mientras sigue sin referirse a ls  guardias civiles q resultaron heridos tras el salto a la valla ceuta httpstcojhaomml,0
2158,escuela de danza árabe mueve a acámbaro httpstcozbxzsgbg,0
2159, jajajajajaja lpm callate que vos sos la zorra número ,1
2160,‍‍‍‍‍‍necesitó una monita prieta con cabello güero,0
2161, hijo de puta tu puta madre aprende a leer y luego lee mi comentario de nuevoy entonces me dices donde digo yo que está justificado he dicho que eso explica que algunos se vuelvan locosque no es lo mismo en cuanto al f,0
2162, callate perra muérete de hambre ,1
2163,el guapísimo arabe quiere que le enseñe español haha,0
2164,únete a semen httptcosadfduwmge,0
2165,me levanté de malhumor cc hoy no esto pa esto cállate la puta boca httpstcomlkymo,0
2166, la puta cállate nomas,0
2167,panamá  el central johnatan mosquera jugó partido completo en el empate  árabe unido ante costa del este fc httpstcozkzeiqlj,0
2168, no solo eso sino que hay miles de denuncias falsas de acoso y de violación y escraches arruinando la vida a hombres inocentes cuál es el motivo de la marcha brecha salarial no existe eligen distintas carreras y es mas en algunos casos ,0
2169, cállate brazuca hijo de re mil puta ,0
2170,yo tengo un pana que su novia es tan puta que en vez de ponerse condones antes de chingar debería tomar antibióticos,1
2171,qué es un partido doble mixto de tenis un single de hombres con obstáculos,0
2172, mentira tu crees que el hijo puta de messi va a enseñar la camiseta o se va a encarar con la grada si hubiese un capitán como hierro sin ir más lejos le sacaba de ahí a hostias ,0
2173, me voy antes de que joey empiece a llamarnos zorras a todos cállate zorra,1
2174,es racista para los africanos para los sudacas no httpstconzebxmk,0
2175,[ ] alancito jajajajaja puta de mierda [ ] alancito callate ok,0
2176, sii bb comemela t la meto hasta la garganta y que no puedas respurar por unos segundos,0
2177, el de la izquierda te pego una patada en la cara que cosita mona ahrsjlsv,0
2178,lo peculiar es cambiar de color cruzando un par de líneas un paso atrás soy morena adelante que va a llevar güera mestiza de aquel lado y person of color en el mero gabacho,0
2179,un chabon me dijo muy confiado cabe aclarar que en las situaciones de acoso abuso violacion y violencia machista las mujeres podemos ir a la policia que ellos se encargan de todo y problema solucionado no sabia si reirme o llorar httpstcokumczjoye,0
2180, jajajaj si we tu eres bien perra chismosa,1
2181,un lugar lleno de sabiduría sanación energía  vámonos a machupichu del  al  de septiembre aun estás a tiempo haz tu maleta  httpstcomnvrydgvj,0
2182,qui habite a cannesnicemonaco,0
2183, callate que una esta ahora en el pueblo acompañada de un pajaro y una perra,0
2184,ha subido una foto suya enseñando un poco su cuerpo qué forma de denigrar a la mujer y encima no me la follaré jamás puta asquerosa,1
2185,para el tal uranium ese todo el puto sol en la cara voy a autodestruir la polla,0
2186, jajaja pues soy bien puta provocarme y verás lo puta que puedo ser bb ,0
2187, tanto que quería la puta cita doble y vos yendo a cualquier lado te odio callate,0
2188, callate la boca pedazo de hijo de puta doña rosa con micrófono,0
2189, ha sido por regañarle xq le iba a pegar a un perro me salta tu cállate puta y digo tu padre desgraciado lo que no me pase a mi,0
2190,soy español así que cállate la boca jake está diciendo que dejes de hablar en francés perra esto es español aprende tus idiomas antes de hablar conmigo compañero,0
2191,veis chicas nunca hay que tener piedad con estas putas hay que educarlas en todo momento y enseñarles para lo que sirven para nuestra diversión le voy a reventar su culo de puta mientras te lo come y por su bien espero que se esfuerce o no podrá se,1
2192,si estos  carajitos son los peligrosos terroristas que casi matan al indocumentado imaginen que pueden hacer unos mercenarios de verdad bien equipados y pagados httpstcouglgztd,0
2193, callate perra de mierda anda preparando tus maletas te vas presa junto con la ratera villaran la otra ratera heredia y la terruca veronika mendoza nadie te creesigues con el floro de la matanza y secuentros jajajaja lo mismo que ,1
2194,me caga la pinche gente que por ser güeros se creen un chingo o ustedes que opinan ponches prietos,1
2195, si no estoy apoyando su ideologia soy un machista hijo de puta asesino resentido social,0
2196, lo desconocía eso lo que use tipejo para defender a una escoria como esos no justifica ir en contra del cine porno o cine para adultos que es como se conoce cierto es que si miras porno desde muy joven puedes hacerte una idea,0
2197,hoy nos ha dado mucha alegría recibir noticias de soda desde su hogar ya que llevábamos mucho tiempo sin saber de ella muchas gracias por las fotos a su família,0
2198, cállate zorra,1
2199,menudo chiste sin papeles sin dirección conocida puede estar en cualquier parte ya y aunque lo pillen dará igual lo defenderá open arms y todas las instituciones httpstcokkgiaysbk,0
2200,negros y árabes aquí en uk son una desgracia httpstcoxmdjdxp,1
2201, tal vez gege no te responda pero yo si  callate maldita perra acomplejada lambucia miserable,1
2202,no sé dónde vives pero la delincuencia que he visto yo cuando he ido de vacaciones a madrid y a barcelona es absoluta vale y estos señores al no tener papeles se ven totalmente internet de lo que les pueda pasar sin miedo total a la ley httpstcodikqdlsuk,0
2203,a la luz de los acontecimientos casado visitará a quiénes ponen en peligro la familia tradicional en chueca después de haber visitado a los inmigrantes que nos invaden y a los etarras que nos matan ,1
2204,los taxista de barcelona dañan al turismo los inmigrantes subsaharianos que saltan en las playas no telecinco y otros ¡ panda de capullos  ,1
2205,así sonvulgaresno tienen más argumentos aprendieron el legado aquel'te pego en la cara marica' del innombrable httpstcorpuzdkif,0
2206, comeme los cojones puto imbécil de la polla,0
2207,la generalitat 'compra' a los inmigrantes ilegales y les ofrecerá contratos laborales de € httpstcobahoejwtui,0
2208, callate la perra boca que ya no lo toy,0
2209,ojooooo que adán la lía en el autobús mientras celebraban la victoria decía esto 'mi novia es sevillista y es una puta más',0
2210, y luego tendrías que fregar toda la sangre y demás como mujer que eres,0
2211, cállate perra que me dejaste en seen mal amigo,0
2212,me han dicho que tengo ojos de árabe qué significará eso,0
2213, jeje callate perra,0
2214,cristina pedroche explota quotsi me pongo escote soy una guarra si voy más tapada es que no soy httpstcopmskxiree,0
2215,hasta ahora me vi el capítulo de y solo tengo que decir que eugene es un hijo de puta que merecía morir en lugar de carl ah y qué adoro a maggie obviamente no más que a carol,0
2216,hoy clama contra el tras el caso de los ex jugadores del club httpstcoyygasxwlq,0
2217, no saben tener su puta polla de muerda metida en el calzoncillo y necesitar ir enseñándola,0
2218, un rt para semen movimiento machista internacional,0
2219,carta abierta de un cura a pablo casado sobre los inmigrantes httpstcorvmqriz,0
2220, callate zorra crema,1
2221, y tu eres una puta,1
2222,espero que tengan un buen año y reciban lo que merezcan menos yo porque yo me jodería por puta jajajajajjajaajajajajjajajaja,0
2223,pañuelos de  x mts en algodón de excelente calidad color httpstcowybywflvf,0
2224, tu eres mi lady zorra barata,1
2225,como son españoles nada sin fueran refugiadosgloria httpstcojkciysc,0
2226,oye viste lo de sampa cállate zorra te ganamos ,1
2227,indocumentados sin salarios sin horarios vuelven los chicos del barrio,1
2228,mira me cansas cállate q no tienes ni puta idea de nada httpstcoxdapncxlv,0
2229, qué pasó manolo ya dile al sudaca ese que mande unos kilos,1
2230,plot twist chat noir tú eres mi mejor amiga perra desalmada ladybug qué chat noir perdón me alteré ,1
2231, es que somos muy inocentes y ya enseñar un pezón es ser una guarra ,0
2232,ese momento incómodo en el que te acosan por wa y no sabes decir cállate la puta boca y déjame estudiar que paso de tu cara hostias,0
2233, papi saca otro tema como árabe o empiezo a los tiros er aviso,0
2234, pero si tu eres igual de perra y rata haci que no vengas a hablar maldita dejenerada >v,1
2235,le pen pide a españa que expulse a todos los inmigrantes ilegales debe actuar como italia o australia httpstcohzmpvj,1
2236, cállate la puta boca borrego,0
2237,por qué mierda la poligamia es ilegal sabía que ni era bien vista pero ilegal  sí en los únicos países donde sé qué es legal sólo para el hombre es en algunos países árabes p httpstcobynromcef,0
2238,la “conselleria está porque no haya asignatura de religión en la enseñanza pública pero si la ley lo obliga se deben ofrecer todas las alternativas todos los niños que estudian en nuestras escuelas son valencianos profesen la religión que profesen httpstcortkbeztvj,0
2239, hija dde puta te lo mereces por tofas las veces que lo hiciste,0
2240, te lo merecias muchisimo zorra httpstcovgrnnywas,1
2241, mujer has progresado solo has estado  horas en el telefono por cierto quien era nada uno que se había equivocado,0
2242,que hijos de puta como estos estén en la calle solo pueden provocar este tipo d cosas el detenido por el crimen de víctor laínez ya cumplió condena por dejar tetrapléjico a un policía en barcelona httpstcohwgtbpxtj,0
2243,deja de gastar dinero en tonterías gilipollas de la polla,0
2244,tú tú eres una puta una puta una puta y una putaaaaaaa,1
2245,cual es el vehículo de una mujer la aspiradora,0
2246, oye oye le enseñaré esto a mi mamá perra,1
2247, entra héctor el father al chat ¡si tú eres una perra pues yo soy más perro y que se joda ,1
2248, cállate perra igual entendiste el mensaje anda a pintarte las uñas y hablar de maquillajes perra,1
2249,inés arrimadas cállate la puta boca de una vez me dijo el mundo estaba kung fu bailando,0
2250,jorge vestrynge aquí no vienen cabreros sino gente emprendedora valiente y con formación profesional como mínimo que corra el vino que vinen ingenieros por la valla de ceuta ,0
2251,cuando la güera se siente triste y queremos subirle el ánimo httpstcoglgdstquh,0
2252,y llega cantando lo mato que te calles ya hasta la puta gala que me vas a dar el día ,0
2253,vendieron una servicentro shell y echaron a todos los chilenos porque el nuevo dueño solo contrata inmigrantes tenemos mas del   de desempleo y solo quieren inmigrantes apoyas a los inmigrantes hasta que te quitan el empleo la polola la casa o la vida defiende a tu gente,0
2254,ahora resulta que la mujer es una bruja que lo trataba fatal y la otra es una guarra feminismo marca patiño and cia ,0
2255, callate vs puta,1
2256, tú eres ninini ni estudias ni trabajas ni haces puta gracia,0
2257, putabata me paras la verga bien rico te quiero culiar y venirme en tu cara de zorra,1
2258,por qué las mujeres tienen el agujero del culo y el del coño tan juntospara poder agarrarlas como un pack de cerveza,1
2259,la delgada y filosísima línea entre culpabilizar a la víctima de acoso y aventarle en la cara el ejercicio de honestidad moral tú fuiste parte de ese sistema y te callaste hasta hoy que ya no tienes mucho que perder vienes y lo señalas,0
2260, mereces la muerte zorra jajajajaja,1
2261, ¡se quejan de los manteros como se va a solucionar los autónomos asfixiados los vecinos en plan de guerra suciedad mala imagen y esto no es de ahora mucho bla bla bla pero sin solucioneslos refugiados los sueltan despues de x días para seguir aumentado,1
2262,new post demandan a trump por trato inhumano a indocumentados has been published on estilo fm  httpstcoelvm httpstcovfmoofo,0
2263,en que se parece una mujer a una foca  en que una es gorda tiene bigote y huele a pescado y la otra vive en el mar,0
2264, callate maldita zorra descerebrada puta come pollas chupa pollas insecto mierdata regenerada maldita hija de mil putas mierdas gay infierno caca espantoso cara podrida cabello de mierda maricona de mierda pedaso de puta estupido carajo mierda ,1
2265, chabon cállate un rato la re puta que te parió que tipo idiota y ventajero que sos cortala con ese tema ya te dieron famita y no de la buena déjate de romper las bolas,0
2266,hoy me encontré a una persona que es de origen mexicano que no habla español hasta aquí todo bien pero que no haya nacido aquí que se haya venido de mojado desde mexico y sea indocumentado y no hablé español no me jodas maldito que tiene cara de vender tamales en puebla,1
2267,es por que no soy güera,0
2268, para que la negra si tú eres bien puta no hagas promoción pa mi que lo único que quieres es un pinché trío,1
2269,la jornada trump veleidad hostil httpstcoobdekfwj trump se refirió en esta ocación a los indocumentados en general en méxico tambien tenemos cientos o miles de delincuentes migrantes de centroamérica cometiendo delitos,1
2270,malditos árabes que devolveram o cazares,1
2271, callate hijo de perra,0
2272, me enseñaron que a los hijos de puta como tú hay que dejarlos bien muertos,0
2273,hijo de mil puta hay que enseñarlo a volar a él por ser una mierda que bronca weon httpstcosmvgephp,0
2274,vaya perla de sabiduría de esta gentuza “no es tan malo que los refugiados musulmanes violen a las mujeres suecas ya que es algo cultural en ellos”  barbro sörman diputada socialista feminista fuente httpstcorkqejtndrb,1
2275, si mi novia es sevillista es una puta mas eso ha cantado,1
2276,no se que puta mierda de vida vacía teneis que andais pendiente de cada vez que respiro para 'ir a enseñárselo a adri' primero ella ya no es nada mío eligió irse con otra persona ya fuese de buena o mala manera no le debo explicaciones de nada de lo que haga estando ,0
2277,vaya brutal acoso a los hechizos no se lo merecían ,0
2278,se quejan del 'acoso' y hacen este tipo de publicidad y ahí van tu todas a 'provocar atracción masculina' httpstcobtzgelfrn,1
2279,por una vez estoy de acuerdo me preocupa el giro hacia la derecha que está tomando la política israelí ciudadanía cívica y no étnica preservación de la cultura palestina e igualdad de derechos para árabes esto es lo que quisiera ver en israelpalestina httpstcoldetwiam,0
2280, sabes que hija de puta te mereces que te pase a vos que te agarre un gendarme enroscado te vacie un gas pimienta en la cara te manosee las tetas el culo y la concha y te tengan dos dias en cana mientras el juez allana tu domi,1
2281,que verga que critiquen árabe xq el finde la bailan todos,0
2282, callate perra traicionera encima q te cuento algo ahora menos te cuento lo otro habla con mi mano natalie,1
2283,harta me tienen con el “mi artista no se banco años de burlas” que importa la puta madre cállate la boca que tú tweet no va hacer que cambien de opinión,0
2284,cuantos peruanos sin oportunidades de trabajo por que se la dan a un venecoel costo de vida es altísimo y los sueldos van por los suelosalguien reparó en estoun inmigrante gana la mitadmenos que un ciudadano peruano y por ello nuestro trabajo ya no es remunerado como debe ser,1
2285,la moda de los negratas ponen un nombre falso con una mujer blanca y luego sua fotos de ellos a quien quieren engañar httpstconpglqyra,0
2286, ninguna mujer es puta y el que lo diga es un rancio ,0
2287, saludos master emiratos árabes unidos se dispone a reabrir su embajada en damasco httpstcojzefzpsx,0
2288, callate porque la ligas vos tambien bolsa de escoria,0
2289,amiga querida deseo que se cumpla un año de mucha felicidad y mucho aprendizaje que seas muy bendecida y sigas irradiando con tu gran ser ¡te quiero mucho ¡feliz cumpleaños güera hermosa abrazos httpstcovtoyzagr,0
2290, cállate la boca puta te odio,1
2291,la inmigraciòn de africa y países árebes es una estrategia para entrar a europa y atacarla desde dentro como hace mil años hicieron los barbaros para destruir el imperio romano el islan ataca una europa lacsa en leyes y desunida marina lepen tiene razón nada d inmigrantes httpstconzduyeix,0
2292,en el tianguis todos somos güeros httpstcowueaasajb,0
2293,rata güera piloteando terreneando,1
2294,la única diferencia entre donald trump y pablo casado es que el primero considera al segundo un espalda mojada,0
2295,mi novia es hermosa hijos de perra httpstcozyfzihai,0
2296,en que se parecen las mujeres a los delfines en que se cree que tienen inteligencia pero no se ha demostrado aun,0
2297, cállate tú hijo de puta si no te gusta ábrete,0
2298, callate zorra ya tengo suficientes enemigos,1
2299,humormachistahttptwitpiccomcqk  ,0
2300,la zorra de riéndose en la cara de mica mientras lloraba hay la tienen ala careta esa,1
2301, callate la puta boca que hemos jugado bien saes httpstconjrfrukfxi,0
2302, de hecho dios vomita a los tibios y tu eres tibia hipócrita puta a escondidas doble moral ya estas vomitada httpstconoohoxpu,1
2303,el mejor rallo el que se mete en jardines con sus lectores habituales por qué pablo casado se equivoca con la inmigración httpstcoskmvcrqca,0
2304,un siriolibanés narcoterrorista y un cretino colombiano indocumentado títere de cuba este par de malditas piltrafas gobiernan en venezuela httpstcokmurschc,1
2305,esta es la razón por la cual dice no puede abrir pronto centro de detención para nińos indocumentados en aún cuando dice que compańía ya tiene un permiso pero para operar un hotel o refugio más pm httpstcohbtabmns,0
2306, no seas puta y deja de enseñarle eso a la chica ,1
2307,¡ay esos inmigrantes vienen aquí a vivir de lo público cobrando y robando además con títulos universitarios falsos,0
2308, el de perra me luce pero tu eres tan perra que ni te agarra te quiero bebé el proceso está siendo increíble el siguiente paso es que yo te maquillaje vas a quedar perfecta,1
2309,pregunta en cuánto incide el desempleo en sectores más básicos de la economía por la presencia de inmigrantes si no puedo hacer esa pregunta estamos jodidos,0
2310, tú eres bien perra ,0
2311,que alguien le diga a eusebio que pongan a janu a enseñarle a diblar a odriozola que no tiene ni puta idea,0
2312,putos moros violadores httpstcozvrmxf,1
2313,lo mismo que sintió miare y muchas chicas más que sufrieron tu acoso y tus mentiras imbécil puto asco httpstcoodoeursp,0
2314,te pego con un fierro en la cara y lo doblas todo culia imagínate lo dura que la tenes,0
2315, un gobierno que antepone a los migrantes subsaharianos a nuestras fuerzas del ordenguardia civil   es un gobierno miserable httpstcorlgkttri,0
2316,guarra buscando a un abuelo por la ventana httpstcoayevnua httpstcoemkeubja,0
2317, bien sabes que la inmigración a europa de gente de origen árabe es un movimiento impulsado por soros y los sionistas para crear caos ahí en europa venganza ancestral de judíos contra vaticanos romanos año  arrase de hierosalem arrasar ahora el vaticano httpstcowxjwad,1
2318, vos extrañas solo a tus amigas perra callate,1
2319, todo muy logico que escoria de gente,0
2320, haz una búsqueda en twitter con el filtro 'ana pastor guarra' y verás cuántos perfiles hay de okupas un ejemplo httpstcoszzedzamr,0
2321,algunos cuando un inmigrante hace cualquier cosilla joder es que vaya plaga son un peligro fuera arriba españa esa misma gente cuando españoles violan en grupo a una chica seguro que fue violación mira el caso de los moros de mierda,1
2322,el tema árabe  de ecko y papichamp me da tanta gracia  se nota que las muchachas no tienen ni noción de un puto uno y medio o torso,0
2323,david guetta acaba de hacer bueno a enrique iglesias jajaja hijo puta el gabacho todo sea dicho,0
2324, llegás a decir que me viole a ese árbol y te pego una piña en la cara que te va a dejar una marca de milanesa a lo batman ahre,0
2325,eagle pass tx arrestan  indocumentados que estaban escondidos en una casa de seguridad ubicada en el sector las quintas fronterizas,0
2326, qué mujeres con los mismos derechos igualdad joder sois puta escoria ni radicales ni nada sois el anticristo,0
2327, callate negra puta segui choripaneando,1
2328,la falacia de la porción de trabajo a algunos les gusta para las pensiones a otros para la inmigración la riqueza se crea no se reparte por httpstcoaeeontcco,0
2329,güero de mi vida httpstcoqlwhwni,0
2330,aquí viven unos  refugiados sirios afganistanosetc llegados a traunreut alemania httpstcoernmhvk,0
2331, tu eres la puta del gobierno y del y no soy bot,1
2332, el problema de ser un imbécil no es serloes demostrarlo httpstcoqthkkrnppw,0
2333,he estado callada desde ayer porque no me apetecía ni tener que enfadarme pero me parece una puta vergüenza que se grabe a los idols llegar a un funeral para poder discutir luego quién ha ido quién no qué cara traían o quién ha sido el primero,0
2334,pablo casado tomando las huellas dactilres de los negratas por si se escapan la cámara está entre los dedos índice y corazón httpstcokfrd,1
2335,un subfusil y me voy a la valla de ceuta o a tractoria no pasarán,1
2336, tu eres una perra,1
2337, cállate la jeta mardito feto ambulante te vas a morir como una perra hija de la gran puta,0
2338,no fue acoso nada más fue intento de violación a un menor de edad todo lo que dice marta lamas bien lo pudo haber repetido un machiprogre y abre la puerta a que usen su opinión 'calificada' para justificar abusos httpstcoguqcdokx,0
2339,ya te dije que te calles puta prra sucia de panocha apestosa,1
2340,si ven a una señora güera vestida como tenista en una plaza seguro tiene machín dineros,0
2341,mi novia es una puta merienda,1
2342, dejá de escribir burradas usá tus imbéciles manitos para cascártela pensando en la polla de ,0
2343, alcaldesa los extranjeros que estan vendiendo en las calles los fiscalizan si estan legal en el país por que no los deportan si estan indocumentados muy bien su trabajo las calles de providencia parecian interminables ferias,0
2344,gracias al hoy no hablaremos de ilegal ni de traiciones ni de que celebran su puesta en libertad  años antes de tiempo me voy a comer avísenme si hay algo interesante,0
2345, disfruta tu evento nosotros te lo organizamos banquetes menú a tiempos flautas taquizas tacos árabes pastas bar de ensalada waffles bar etc con gusto te atendemos  httpstcovjzmmwee,0
2346,te gustaría participar en una peli porno buscamos tu perfil una tia guarra con ojos bonitos y no muy guapa  hostia no te has esforzado mucho sigue intentándolo httpstcoapnvpxqht,1
2347,el pp exige al gobierno una solución urgente para una inmigración legal ordenada y sin demagogias  httpstcokrdqwbeoq,0
2348,esta es la foto de un guardia civil atacado con acido por los salvajes de la valla de httpstcobxsmnlwjk sale ni en  la secta ni en ningun medio controlado por el tirano mundialista soros httpstcokjnhfinntw,0
2349,un temazo árabe,0
2350, no es mas imbécil porque no es mas alto el y su guarra par de analfabetos funcionales instigadores y apologistas a la violencia,0
2351,acá me ven y ya me hablan español más sudaca no conseguís,0
2352, cállate puta si te encanta verme,1
2353,negratas con  patas httpstcoilcuqea,0
2354,quiero vivir en suecia lastima que no soy un arabe de mierda ,1
2355,me gustó un video de httpstcotfiuopew maquillaje arabe  kim kardashian  arab makeup kim kardashian inspired,0
2356, movimiento semen apoya esas tetas un rt para difundir la campaña,1
2357, que te calles puta de mierda httpstcoovowgby,1
2358,grabenselo en la cabeza baekhyun no es ninguna gata ni puta ni zorra ni es mujer es hombre saben gracias,0
2359, callate q el viernes t vas a llevar un puñetazo trozo d escoria,0
2360, ay callate perra si siempre voy a tu casa bueno hiba porque hsce cuanto no voy jajajaj,1
2361,aumentan las remesas en junio ascendieron a  mil  millones de dólares un incremento anual de  jl httpstcosrikfrxnb,0
2362, come mierda chupa pollas imbécil cobarde no das la cara por tu equipo y saliste ayer como típico cobarde malnacidos algún día te tendré de frente y te partiremos la cara como te lo mereces hijo de puta,0
2363, hijos de puta tongazo hasta el finalyang no merecía esto,0
2364, que me la suda cállate y muérete de una puta vez pedazo de escoria humana,0
2365, callate perra q t haces llamar mejor amiga zorra del orto aprende a escribir chau,1
2366,esta es la serie con la que jesús hdezgüero obtuvo la v beca jacobo tosio gtgtgt httpstcoyeqfrjwiv,0
2367,bitch tu eres la perra' atte reb,1
2368, embestir te con fuerza q chilles al sentir mipolla en tu coño humedo,0
2369, delci es una putapero tu eres una prepago de  pesos piaso mierda,1
2370, no puta levanta tu coño puta busca trabajo puta consigue un negocio puta chupa una polla puta,1
2371,qué asco y repulsa me levantan los jefes árabes sus pajas mentales y su machismo rancio arabia saudita condena a una mujer a dos años de cárcel por abrazar a un cantante httpstcofmrbeiajjz,1
2372,tipico  si una chica no le cae otra chica es por que para la otra es una puta pero solo por que no le cae bien,0
2373,perro que perra y cobarde que eres pedacito de mierda es lo que tu eres vi o la dor,0
2374,las necesarias y temporales subidas de impuestos del gabinete rajoy acabarán con las manipulaciones de los inmigrantes ,0
2375, que te calles puta sadboy de los cojones,1
2376,tu cierra la puta boca que con las manos manchadas de sangre no se habla o no te lo enseñaron tu padres httpstcodchefmmq,0
2377,sos una malparida no mereces ser feliz puta puta puta,1
2378, si lo merecía estar en la piel de alguien que sufrió acoso no es fácil hay que darle oportunidad a nuevas actrices,0
