,Category,text
3266,1,el festejo de argentina hasta a mi me contagió “y no me importa lo que digan esos putos periodistas la puta que los pario y dale hooooo” 
3267,0,tu carpintero y el que te va a meter la verga a cada rato 
3268,1,que putos hasta que llegan los refuerzos se ponen al pedo pinches policías rateros no hay otra así todos los días con las motos 
3269,1,en serio chavos… se ven bien putos hablando mal d una mujer mejor agárrense los buebitos y hagan valer el título de hombre q les dieron 
3270,0,y todos los medios la tiraban de “locadrogadicta” 
3271,0,hoy pensé en regalarte flores pero recordé el puñal en mis alas y me arrepentí esa fue otra batalla que el dolor le ganó al amor 
3272,1,la profe de literatura nos mato con el parcial que hdp 
3273,0,soc mai dic jajajajajajaja jajajajajajaja que putas rex sos un máster 
3274,0,ag • tú eres una loca enamorada jajaja te la llevas de mandil me encantas estás hermosa 
3275,0,no mamar hasta en los fantasmas hay niveles o ustedes cuándo han escuchado que una casa del infonavit está embrujada jajaja 
3276,1,pero que explicación debe de dar el árbitro al piojito fiel al estilo del america chillón y maricon 
3277,0,wey pero no es viernes te come todo el día y si tenias planeado algo pues vale verga 
3278,0,meeeee putas caga la gente si originalidad ni creatividad 
3279,1, bastardo malparido hijo d mil putas juntas y vos ya tene's tu boleto al mundial d rusia xq mexico yo lo tiene jajaja jajaj 
3280,1, son unos hdp 
3281,0,es bien cagado como en algunas entrevistas ponen cosas que nunca dijiste tú 
3282,0,hasta parece que me dicen que deje ir como gorda en tobogán y ahí voy a hacer caso 
3283,1,sí ya saben q es putito para q van a rogarle una entrevista 
3284,1,putos los que suben sus fotos con enrique olvera y se les corta la holandesa 
3285,0,un huracán con el nombre de mi madre ya valimos todos 
3286,1,lo que no entienden los putos futbolistas del país que sea es que el verdadero periodista no es porrista 
3287,0,hoy me arregle bien chingón para putas pinches nada 
3288,0,ojalá todos en el mundo fueran tan ciegos como yo para que no pudieran ver los kilos de verga que te valgo 
3289,0, en honor a la madre teresa de calcuta hoy conmemoramos el día internacional de la beneficencia 
3290,0,como cuando las modelos antes te hablaban y ahora te ven como bicho raro olvidan que fueron feas y sin gracia digo tantita decencia 
3291,0,envío el más sentido pésame para mí colaboradora y amiga esperanza arteaga por el lamentable fallecimiento de su señora madre 
3292,0,no paro de amarte un segundo muy buen finde mi loca que sean miles más 
3293,1,putos holandeses se quedan sin mundial el karma es cabron y siguen los putos argentinos 
3294,0, nada es gratis en esta vida y tú eres luchona a poco no 
3295,1,yo no sé que celebran esos putos hondureños no van a ir al mundial los van a echar en el repechaje ya verán 
3296,1,que no mame el guey ese primero andan de amarra navajas y luego sale con la jotería de secuelas po… 
3297,1,quien será el hdp que corta en gdl a las pa poner puros comerciales 
3298,0,putos robos osea que antes no era seguro nos mintieron 
3299,0, que le hagan entrega de su portafolios donde va recoger las dádivas millonaria para su camote el dictador maduro andrés el peje 
3300,0,ayer mi gata pensó tirarse por la ventana el celo anda recio 
3301,1,pues tampoco creo que pegue muy duro el marica ese 
3302,1,vete a la verga tú pinche ojete pero vas a querer y te voy a mandar a la verga 
3303,1,por ejemplo mi hermano no se comunico jamas con esa golfa 
3304,1,la machorra de los pajaros se salva 
3305,0,sudando la gota gorda en la hermosa monterrey con wendy 
3306,0,con he ahorrado sin darme cuenta poco más de pesos haciendo compras tontas con la tarjeta 
3307,1,son tan putos que no se bajan del carro como si se ponen pendejos con sus coches y cuando les cantas… 
3308,0,soy la única vecina loca que a la va caminando por el pasillo con un cuchillo para abrir la puerta del departamento la única 
3309,1,tanto que lucharon los dreamers por daca para que llege un pendejo y lo quite fck que change a su madre todo aquel que votó por el 
3310,0, d la mañana y mi primo de tres años hace berrinche porque quiere seguir viendo tv eso le enseña la luchona de mi tía a enajenarse en la tv 
3311,1,los futbolistas mexicanos se maman por ser los mejores de concacaf pero andan de putas divas cuando alemania o chile les dan un repasón 
3312,1,eres un cheto criticón te tragas tus palabras y te contradices cheto maricón 
3313,0,nani cortés niña loca letra lyric video ft lya lin cortés ch 
3314,1,leobardo joto quiere un puesto más pero se la el puto si cre q… 
3315,0,el ser irresponsable inmaduro maricon y arrogante deberían de ser habilidades tantas cosas juntas no son posibles 
3316,0,hoy vas a tener un día poca madre 
3317,1,las que deberían protestar son las viejas que se vean violables las feas que 
3318,0,los vecinos ya me han de ubicar como la loca que no canta bien pero canta recio d 
3319,0, jajajaja cabrón te dije q me marcaras 
3320,0,cuando salio mi bebé en el adelante de la serie grite como loca necesito una canción con ustedes dos 
3321,1, seguro que eso si lo van a hacer funcionar hdp 
3322,1, paz padilla piensa las cosas eres tonta o te lo haces yo no he visto una persona tan tonta tú porque la llamo pues para meter m la 
3323,0,y aún así me sigue valiendo verga rankear cuando se que me está llevando la verga 
3324,0,vivan esos culos que aguantan chingon las limadas de verga en el culo cuantos de esos culos aguantadores me siguen h… 
3325,0,me muero por valer madre en todos los aspectos de mi vida 
3326,0,a quien putos se le ocurrió poner anuncios en los videos de fb 
3327,0,puto celular de mierda esta mas lento que el camote 
3328,0,los dulces típicos más representativos de son el camote las tortitas de santa clara y el muégano cuál es tu favorito 
3329,1, si se organizan por grupo no se organizan ni para unas putas dispositivas los pendejos 
3330,0, graña no se haga el picante que después arruga como loco 
3331,0,ya ni en anatomía me están metiendo la verga tanto como en sociología metodología y probabilidad 
3332,0,wey en todos lados está de la vergapero sí pinche 
3333,0,neta no sé para qué verga voy a la escuela si ni clases tengo 
3334,0,jajajaja no mamar se serio ya basta de hablar tanta mensada 
3335,1,puto miguel alemán puta pobreza putos los de uber que aún no llegan a verboca del río 
3336,0,asi mis días mis tardes mis noches y todos los putos días del año 
3337,0,yo voy a hacer lo que quiera con mi perro culo que te valga verga 
3338,0,la gata revolcada oel frente corrupto que desea continuar jodiendo a méxicoclaro en los medios estos corruptos dirán q están muypreocupados 
3339,0,tan típico dar consejos de amor cuando a uno le va de la verga 
3340,1,ahorita están celebrando pero se les va a acabar el festín pinches putos 
3341,1,tu y tu puta voluntad de mierda ya me tiene hasta los putos huevos 
3342,0,yo no entiendo los que te siguen sacan cualquier pendejada para no creerte por atacar a sus favs pa que verga te siguen 
3343,0,verte y sentirte bien contigo es realmente delicioso 
3344,0,calm stew ® es un estofado diseñado para el sistema nervioso ya que contiene camote rico en… <> 
3345,0,estoy con ustedespero no les parece de la verga que estemos discutiendo e… 
3346,0,que haría sin mi madre que consiente mis antojos 
3347,0,estas tontas pastillas me hacen sentir muy mal 
3348,1,neta no entiendo a los putos que nos mandan los planos parecen que no tienen noción de lo que están haciendo 
3349,0,todo el tiempo que desperdicias tratando de ser mejor persona lo puedes usar viendo porno ponte verga 
3350,0,si me pongo histerica o loca puedo hecharle la culpa a este extraño fenomeno que les da a las mujeres cada dias 
3351,0,la pana que salga conmigo tiene que entender una sola verga siempre pero siempre tengo hambre 
3352,0, de tu cara de arrepentimiento nel solo tengo ganas de joder feas 
3353,1,algún día las voy a matar a todas pinches putas alv 
3354,0,gracias chiquita te quiero machín ary y no soy joto 
3355,0, obviamente voy a ir cuando lo leí grite muy pero muy alto y mis papás me dijeron loca pero b… 
3356,0, despechada y ardida pero deseando volver a los brazos del que la mando a la chingada como muchas historias de la vida real 
3357,0,jajajajajajaja verga wey hasta cuando sonríen se ven deprimidos jajajaja 
3358,0,el clima está de la vergallueve y hace frío iba a ir al gimnasio y se puso a lloverahora estoy viendo una serie con… 
3359,0,tanta loca criticando el porqué me maquillo ‍‍ ahhh pero vayan a verle las cejas 
3360,0, el papa francisco canonizó a la madre teresa de calcuta 
3361,0,donde hay que hacer solicitud para trabajar con ustedes la pinta de luchona ya la tengo y todos dicen que soy un cafre cabify 
3362,1,si mira tu esposa es la del dinero a mi no me vengas a mamar que compraste camioneta nueva pinche mantenido culero payaso perdón 
3363,0, cada puto mes les mandamos la misma pinche documentación eso es lo que castra 
3364,0,par de putos tienes razón ya no les contestes jajajaja 
3365,0,los subtítulos en español de the fosters están mal traducidos y me estoy volviendo loca haz algo 
3366,0,están en masterchef xq putas cortan la pasta aghhhhhhhh ya ni yooooo 
3367,0,tengo las raíces muy weras y la jeta muy prieta aaaaaa 
3368,0,a quien putas le importa ve a los grupos de alanon te vas a recuperar 
3369,0,la netflix si me pone sad porqué soy bien marica pero come popo paola 
3370,0,me espera una semana loca y yo twiteando deberían quitarme el internet 
3371,0, ya estuvo que se los llevo la verga contra brasil puro puto bulto con el travieso zoraida y liz no mamen y los contendientes que huevos ehh 
3372,1,veo más fácil que un hombre se haga joto a que un joto se haga hombre jajajaja sin ofender mero comentario 
3373,0, estaba con madre en telehit 
3374,1,pinche programacion madriada y oo unico bueno lo cortab perros pendejos y sabeb que putos putisimos hijos de su puta madre 
3375,0,cuando le digo a mi madre que no quiero carne que quiero pescado que hace mucho que no comemos y acabamos comiendo callos perfecto 
3376,0, nadie sabe si la morra se cuestiona cosas sólo la chingaron porque un tuit suyo no les gustó unito está cabrón tuíter muy cabrón 
3377,0,pues sí se escuchan de la verga diciendo verga igual a mí me vale mucha verga pero ya cállense a la verga 
3378,1,aunque teniendole miedo a los negros te oyes muy muy puñal 
3379,0,porque toda la gente le enseña a sus pericos a decir “puto” 
3380,0,quizás no jaja ya mero me duermo bebiendo sola como la loca 
3381,0,pasate por la ventana porque mi mama no me deja meter putas por la puerta y hablo de hombres con respeto para las mujeres 
3382,0, wey yo quiero saber qué se siente arrancarte esa madre de la piel 
3383,0,sudando la gota gorda … <> 
3384,0,a la vergaaaaa qué caras están las putas llantas radial llantas 
3385,0, y en la tienda estaba el haters que le dijo cosas feas del álbum te gusta la mala vida 
3386,0, obvio no no mms es mejor ser mamona que tonta 
3387,0,colaboracion de y agshshdhd esto me vuelve loca 
3388,0,que rico los atiendes te ayudo a mamar mietras mi marido me culea 
3389,1,desbloquea a los cornetos ni seas marica 
3390,1,jajajaa son la mamada esas acarreadas discúlpenme por algo le partieron su madre a la gorda pelona de lentes 
3391,1,pendeja eso es lo q trato de decir en sarcasmo o biseverza 
3392,0,mis notas son la más marica que tengo en mi teléfono 
3393,0, qué tiene que ver el calentamiento global con los huracanes está y otras razones por las cuales ya nos cargó the verga word 
3394,0, es que está cañon con deadlines tan feas y salarios que parecen de méxico 
3395,0, otra mama luchona 
3396,0,tinder es un pokedex de putas yo sólo quiero conocer a alguien con quién platicar y pasarla chilo y todas sólo buscan pene 
3397,0,graciaspor incitar al odio y a los feminicidios aprende nunca perdemos nuestros derechos 
3398,0,puta madre porqué a las morras le gustan los vatos pendejos drogos y no la gente chida y vergas putas morras cagan gtv 
3399,0,¡verga pensé que era porque me veías muy desnutrido me dirijo entonces al gomiseo extremo de la muerte 
3400,0,no mames wey otra vez se me estrello mi cel putos iphone princesas 
3401,0,ay está el vídeo del maduro tiene buena verga el cabrón se la perdonaban <> 
3402,0,de cuál pasado habla margarita zavala del pasado que felipe calderón vendió al narcotráfico ¡que loca está es vergüenza para mujeres 
3403,0,cuando no puedes con el enemigo habla con el tatuador 
3404,0,partido nudista de invernalia a huevo putos jajaja 
3405,1, a pesar de ese maldito pelón tendencioso hdp de medrano 
3406,0,oigan dejen de compartir ese video de la muchacha que serigrafía camisetas en alcantarillas del mundo están bien feas amigues 
3407,0,apenas terminé mi tarea y me levanto en horas me lleva la verga 
3408,0,si aún te queda un poco de dignidad hacia tu afición vas a salir a partirte la madre ante morelia <> 
3409,0,nos iban a meter otro gol pero era un de puta madre ay me mate 
3410,1,asiii perritaa para llenarte de lechee las tetas y esa boquita tan rica que tienes putita 
3411,1,chinga tu madre pinche costarricense puerco 
3412,1, encima invitas a este hdp que fue el que hizo todos los tramites con iran sabes como se llama el de atras sabias que se reunieron 
3413,0,ese skyalert ya ma tiene vuelta loca con tanto sismo detectado 
3414,0,el único halloween que tengo en octubre y me ponen las putas noches palacio ¡jodeeeeeeeeerrrrrr 
3415,0,pero la verdad me vale madre jajajaja 
3416,0, en la lateral de avenida circunvalación esq con calle cuauhtémoc en la col ejército de agua prieta iztapalapa 
3417,0,con las re putas ganas de llorar que me dieron y el trabajal que tengo para la noche me dan ganas de irme a dormir 
3418,0, ptm me acabas de hacer recordar mis traumas contra esa puta nube el puto corazon nunca se moria c 
3419,0, me vales verga 
3420,0,ya dejen de estar mamando con ese meme emocionalmente 
3421,0,y no solo los ojos jeje esas ricas tetass para mamar las mejor 
3422,1,ahora recuerdo por que no iba al cine en dias cercanos a la quincena es cuando los nacos y la gente nefasta tiene para ir que puto asco que sigas dejando entrar a menores a funciones b 
3423,0,en icsa limpian todos los putos baños a la misma hora o qué pedo 
3424,0,putisima madreeeeeeeee día que no estoy cruda ni nada y no me puedo despertar para el puto trabajo 
3425,1,jajaaa hablaron las santas santas putas las dos 
3426,0,odio los putos trámites de titulación pero me urge la precedula 
3427,0,mi calendario ando buscando verga acepto tarjeta 
3428,1,putos hondureños que les agreguen minutos para que dejen de tirarse muertos 
3429,0,ya estuviste en los pinos y no cambió en mucho este país bueno si más de mil ases… 
3430,0,los enfermos no se curan gracias a dios chingada madre ¡miles de años de desarrollo de medicina para agradecer a dios 
3431,0,una vez un viejo me preguntó la hora así de la nada y gritando verga cómo me asusté pero igual llevaba prisa 
3432,0, enfrascado en su berrinche le vale madre que se incendie la panaderia en su obsesión por el está destiñendo al pan 
3433,0,no lo borré no c qué putas le pasa a mi celular me enojé 
3434,0,pague infracciones del bmw y lo lleve a verificar esta vida loca 
3435,0,jajajaja quien gana el marihuano vs el camote <> 
3436,0, que rico mamas el camote tieso baboso y preñador puta panochona toma tus mequitos bb 
3437,0,las tontas siempre creerán que son las únicas sobre la tierra 
3438,0,si me dieran pesos por cada vez que me dicen “te deberías comprar un coche cómo ese” ya tendría mi puto coche 
3439,0,a un lado mío va sentado un joto que está escuchando corridos jajajaa 
3440,1, haz de estar bien prieta ‍‍ 
3441,1,ayer me acorde de ti y eso curiosamente cuando vi a una perra dejandose meter la verga por un perro mugroso cualquiera como tu igualita 
3442,0,no le queda grande el cargo la estatura no define la inteligencia 
3443,0,el culo qué tienes corazón el corazón estoy cansado y muy lastimado elculo se mamo 
3444,0,mmm q rico se ve ese culito q se antoja mamar chupar y con la punta de mi lengua hola 
3445,1,ah verda putos que creían que mauricio sentaba cabeza en puro chacal o que 
3446,0,mis manos sudaban al entrar al auditorio y we las limpiaba como loca monsta x comeback in november 
3447,1,maricon inyectado con esteroides un hombre se disculpa de verdad busca al reportero y pide disculpas 
3448,0,no tienen idea lo mucho que me encanta montarme sobre una verga sobretodo si me la meten por el ano 
3449,0,escort privada – ejecutiva – odalys fotos reales 
3450,0,ver otra vez las tontas no van al cielo me hace buscar todas las canciones pop sad de su soundtrack 
3451,0,así es equis no pasa nada la neblina me la pela vámonos al antro equis 
3452,1, hijo de tu puta madre quien te crees para ponerme así de tristirijillo josé josé 
3453,0,sé buena y llorarás sé cabrona y llorarán por ti 
3454,0,pues ni gorda ni buena 
3455,0, jaja cuando en su bio ponen loca bipolar es muy cagado 
3456,0,esta semana es de desmadre perdóname diosito por esta vida tan loca 
3457,1,vale verga tenian que ser en miercoles putas chivas 
3458,0, siempre hay tiempo para darse en la madre por alguien‍ 
3459,0,tomarle fotos feaschistosas a mis amixes me hace experimentar un placer inexplicable 
3460,0,papito que rica verga quisiera tenerla en mi boca para deslecharla 
3461,0, jaaajaja no cabe duda por algo eres mi mate jajajaja sería muy cagado que entrenaramos juntos ya sé yo andaba con el dedito levantado 
3462,0,qué difícil ser yo madre luchona servidora pública ama de casa y sin poder darle la mejor calidad de vida a mi perrhijo sin croquetas 
3463,0,cómo pudo ser tan tonta y olvidar que es lo que importa 
3464,1, esto debería castigarse con cárcel hdp 
3465,1, pinche tronco es mas malo que la chingada este wey de regalo juvilenlo o algo asi xq con el la defensa no vale para ni madres 
3466,0,me encanta lo odio me pone roja y luego lo quiero mandar a la chingada ahh el amor 
3467,0,madre mia khe ace aki kompañero x segundo dibujo 'v 
3468,0,no sé si me voy a ir al cielo en mi salón había una santurrona que nada más probó la verga conmigo y se fue como hilo de me… 
3469,0,me cagan los putos dramas amiwos no sean así porfi 
3470,0,me estoy durmiendo bien cabron necesito mi cama dormirrrr 
3471,0,una pelicula contemplativa para darnos un buen jalón de verga antes de salir de la cama 
3472,0,chile puta madre cómo fuera del mundial los putos dioses de latibo amércia weey 
3473,0,ya valiste verga cuando le pones un tono personalizado a sus notificaciones 
3474,0,tengo mucha tarea y la tengo que acabar hoy porque mañana toca party loca 
3475,0,no puedo ver el documental de demi porque sé que voy a llorar como marica todo lo que dure y ay 
3476,1,ya dejen de estar chingando vayanse al md putos esta por estallar mi cel ’v 
3477,0,ando tan fresco que me voy a trabajar en pants chingue su madre p 
3478,0,por qué las amistades hoy en día son tan feas 
3479,0,a mi siempre me ignoras y siempre te mando mucho amor quiero que sepas que cumpli mi promesa y que estoy loca por… 
3480,0,comooo me cagaaa que digan que son putos en vez de son gays 
3481,1,que feas greñas tiene esa niña ay dios 
3482,1, hasta trump que no da una esta vez llevaba sus botitas de machorra 
3483,1, muchas gracias qh pásale tú también a chingar a tu madre taf 
3484,1,esos de no tienen madre cancelan vuelos por el huracán lidia y te cobran penalización y cambio de tarifa 
3485,0,elliot se mamo con el documental está bien verga 
3486,0,cmoralesd moncruzpinto ivanovax me la pelan pinches horrendos 
3487,0,como se azotan por la palabra verga peores cosas los he visto haciendo y diciendo así que no mamen 
3488,1,políticos pseudoaficiomados que sólo en finales hablan de beisbol pueden ir mucho a chingar a su madre y peor cuando opinan 
3489,0, “es que imagínate qué tan atractiva es una boda si le dices a la gente 'no hay misa putos es directo a embriagarte' 
3490,1, es ese del le gusta el así son los q traicionan a sus anda de el 
3491,1,no le queda a la putita tiene la misma cantidad de dignidad que daniela madow 
3492,0,ay qué tenis tan culeros le dieron al chuky me lleva la verga de esos de paca de outlet 
3493,0,hola tenia tiempo que no me conectaba pero ya regrese con fotos nuevas 
3494,0,me siento demasiado estresada y ansiosa me vuelvo loca esperando quiero a mi isa ya 
3495,1,asociación de futbolistas ¡pinches putos si quieren también pónganse vestidos y tacones 
3496,0,lo malo de estar ardidas que le tiran a lo que sea con tal de seguir jodiendo 
3497,0, ya m tienen hasta la madre esos maes 
3498,0,me encanta la gente que en lugar de pensar que estoy loca me siguen la corriente en mis tonterías 
3499,0,se apendejo pero no era para tanto doña lucha no se tenía que ir 
3500,0, jajajaja cabrona nos hiciste reir a los que venimos en el auto jajaja 
3501,0, y mi cumpleaños cabrona 
3502,0, porque todos sabemos que está ahí porque es el que le revuelve los frijoles al otro anc… 
3503,0,gorda nivel mi mamá me esconde la comida que le pasaaaa 
3504,0,yaregresaron las putas de colosio y los infigentes frente a la delegacion y ya regerso luna y monrata mas vilezas 
3505,1,jajajajajajajajaj escúchala gay 
3506,0,pta madre olvidé el rivotril 
3507,1,las mujeres que están bien pinches hermosas la verdad tienen derecho a todo putas feas mejor guarden su opinión en el culo 
3508,0, estas cagado y te pueden detenercerca de la sentencia de los narcosobrinoscreo que allá no llegas 
3509,0, jajaja no wey doña lucha no la mamá luchona de veracruz 
3510,0,eres gorda cuando usan lo del peso como último recurso sabes que no tienen nada más 
3511,0,me encanta el beso negro y clavar mi verga en lo estrecho de su ano 
3512,0,ya que estamos hablando de locas tu e res loca y media 
3513,0,esta cabrón este tipo <> 
3514,0,oye voy a viajar el a méxico así que espero que llegues el a mid y vivir la vida loca 
3515,0,ya la me vale verga mejor ahora antes de planear boda 
3516,1,pinche mamá luchona es muy castrosa 
3517,0,its a secret hasta que sepa si es gay o no jajaj 
3518,0,uaem niega fraudes de la estafa maestra “está más limpia que la madre teresa 
3519,1,desquiciado está el pendejo que se mete en la vida personal más allá de su trabajo que le importa al maricon ese 
3520,0,qué fácil le decimos a alguien gorda joto naco puta etcétera y qué fácil olvidamos cuanto cabemos en una de estas absurdas categorías 
3521,0, lo mismo dije ya le partió la madre al medio campo y como fue 
3522,0,tirales sus putos aparatos a la verga ahí que se den cuenta que no has pagado para que te visiten 
3523,1, y nuestros putos rateros políticos mexicanos comenzando por donde están solo ven por sus beneficios 
3524,1,veronicalderon siguen vivas porque estan bien pinches feas 
3525,0,gracias al feminismo ya sabemos que a la mayoría de las morras les gusta tanto como a los vatos decir verga ya sabemos ya sabemos ya sabemos 
3526,1, otra ardida por dios denle un bozal a todos 
3527,0, si estuvieras aquí podríamos valer madre juntas 
3528,0,lo feo de ser diferente es que tu papá cree que estás loca 
3529,1,que si estos que si lo otro… qué pinche valor tienen para hablar y decir mamadas ya no se hagan de la vista gorda malditos imbéciles 
3530,0,matematica y la re concha de tu madre ahre q todas las materias son unas mierdas 
3531,0,igual que siempre el dinero tarda en llegar pero a su puta madre como va corriendo de nuestra billetera y nuestras tarjetas de nomina xd <> 
3532,0,encontré a una amiga que es igual de droga y pendeja que yo y la quiero mucho 
3533,0,viborear a las que son “gordas feas y pobres” y estar ídem 
3534,1,me caga que los putos heteros se traten de defender con un argumento mediocre como “es solo internet xd” 
3535,0,llevo dos semanas haciendome tonta en el gym y hoy ya lo estoy notando real me quiero morir 
3536,1,este cabron se pasa de culero ando con unas putas ganas de ponerme impertinente que no mamen 
3537,1,para qué ponen un chat si sus putos asesores no lo atienden y su pinches números no los contestan ineficientes 
3538,0,wey en españa the hangover o qué pasó anoche se llama el resacón verga 
3539,0,si lo tengo que pedir no lo quiero y si no te nace pues a chingar a su madre 
3540,0,cuando alguien tiene el poder de hacer lo que sea con una cuenta ajena lo primero que hace es escribir soy puto hasta para eso son tontos 
3541,1, no tienen abuela madre vergüenza 
3542,1,que bellas y ricas se ven para para ponerlas a mamar mi verga mamá e hija y juntas la chupen 
3543,0,se ve delicioso como le empaste la verga a ese suertudo 
3544,0, algo bien cagado jajajaj 
3545,1,si quieres venir a darme órdenes paga mi nómina de cualquier otra forma vete a la verga 
3546,1,son unos putos ratoneros más pinches niñas que nada 
3547,1,no sé si entre más prieta más intensa y grosera 
3548,1,es difícil creer lo que cuenta esta pinche gorda depresiva 
3549,1, mejor chingas a tu madre tu pendejo 
3550,1,llora por el penal hijo de perra como lo hiciste en la final o solo cuando quedas mal lloras maricon vende humos 
3551,1, nada más de paseo hijo de tu pinche madre y los mexicanos aquí trabajando para mantener a tu perra familia 
3552,1, que se lleven a su madre a ver que se sienten hdp 
3553,0,creo que tengo un poco pesada la mirada o es la actitud de ni madres me vuelven a robar el carro 
3554,1,gente y q opinan de maricon del q es un inrespetuoso deverian demandarlo marica 
3555,0,tampico playa bagdad y se me hace que me estoy mamando 
3556,0,oh si comprobado y confirmado aunque sudes la gota gorda 
3557,1,que putos haters 'c no saben la buena comedía lo as intentado 'c 
3558,0,que cagado cuando alguien pierde el atractivo y dices verga 
3559,0,la vida es para ser la verga no para sentirse orgulloso por valer verga en todo padrinos 
3560,0,no soy celosa sólo tengo un sexto sentido para distinguir putas 
3561,0,no colega no las conozco me las podría compartir uta ya para ese momento sabía que la había cagado contesté para cagarla aún más 
3562,0,que putas esta pasando con sl es en serio disney 
3563,0,a mí no me hacen tonta solitas se hacen tontas 
3564,1,tu no por qué eres machorra 
3565,0,nel tan bailando regeton o lambada no me acuerdo jajajaj el ingles parece marica el argentino parece arrabalero jajajasj 
3566,0,no puedo ser tantito joto porque los tacones me matan y me lleno toda la ropa de mi base de bissú 
3567,0,una noche loca barezzito in miguel hidalgo df distrito federal 
3568,0,yo hoy me levanto hasta las putas am mi cuerpo ya son las y ni creas que duermes un minuto más 
3569,0, regálame un bajo o un combo para bajo we plis qué ha sido lo más cagado que te ha pasado en un tokin 
3570,0, jajajajajaja te lo juro que no fue así pero resultó más cagado aún 
3571,0, cagado como los fanáticos d juanita andan chillando no hace mucho iban a ser parte del panis… 
3572,0,me haces la más feliz grite como loca aún que no lo veas fav si rix qué lindo eres al tomarte el tiempo de se… 
3573,0,estoy desayunando y la gata está sentada al lado de su comedero poniendo los ojos del gato con bota es tan gorda e hdp como yo 
3574,1, a ver si después no t sacan con el argumento que le mentaste su jefecita al arbitro puñal y te digan que no puedes ni chiflarpagando ticket 
3575,0,me encanta escuchar los casos de la mano peluda soy fan aunque sea bien marica 
3576,1, no que poca madre tienen solo les vieron la cara a estos damnificados hdp 
3577,0,oh yoyoyoyoyo yo el que no brinque es wuilo maricon 
3578,0, a mi los ewoks me gustan son pequeños y peludos y tienen ojotes ah y la trilogía original d star wars es una reata grande y gorda 
3579,0,mi con sus frases de señora luchona 
3580,0,jajajajaja lo dejo como para que ya no vuelva a buscar verga 
3581,1,pinches chichis feas y aguadas eso no es objeto de orgullo <> 
3582,0,porque ha unos que si son unas putas y tienen novio y sobrepasan el desmdre en tuiter 
3583,1,acomódate los putos lentes pinche marrano pareces anciano y no interrumpas los comentarios de los que si saben pendejo 
3584,1,guerra de estados baiganse todos a la berga me bale berga prros y jálense hijos de su puta berga me bale berga prros 
3585,0,rectificar es de sabios el ya mando a la burger al ame 
3586,0,con el numero que aparace en cada foto es el numero de la chica hay que marcarles cada una maneja diferente horario 
3587,0,apple entendió que la gente quiere cada nuevo iphone no por las tontas funciones que le añadan sino por la imagen que proyectan al tenerlo 
3588,1,ya oyeron perras se respeta ya los amigos no respetan putas zorras 
3589,0,siempre que uno anda en sus días tiene una melancolía vine cabrona 
3590,0,les puedo decir pocas cosas de lo que vi e hice hoy sólo les aviso que en regalaremos pases para la premiere de ¡madre 
3591,0,amo que nepo ya no me haga caras feas cuando perreo lt y yo he aprendido a escuchar sus rolas de dragon ball 
3592,0,ah cabron según yo me gustas y me encantas siguen siendo las mismas dos putas palabras 
3593,0,me informa mi hermana que una gorda la acuso formalmente de promover la anorexia 
3594,0,aaaahh pero las putas hormonas tenían que atacar 
3595,0,muerdeme la piel ven y pierdeme el respeto 
3596,0,nuestro hay marica te amo eres una gran persona neta 
3597,0,marica me traume es que regalame es perfeta 
3598,0,si con pinches caracteres me eran suficientes para mandarte a la chingada ahora con el doble ya pasaste a chingarla pero bien bonito… gracias twitter por la bella oportunidad 
3599,0,regresé perritos y ando muy cachonda asi que quiero verga 
3600,0,después de ver creo que alguien en debe estar muy decepcionado por sus películas sigue siendo el puto amo 
3601,0,no es lo mismo que no es lo mismo la esperanza del que estar hasta la madre del cambioincluyendo sus voceros 
3602,0,dicen que luce sin haberlo jugado igual que el no sé si esperaban dinosaurios la master sword a cloud o qué verga 
3603,0,ya desperté y miren como desperte con la verga dormida y yo queriendo follar alguien gusta despertarme mejor 
3604,1,parce marica webon ver a este par es lo mejor youtube ya te extrañaba y nosotr también 
3605,0,vivo en un país donde el ser mujer te pone en riesgo en donde todos se hacen de la vista gorda para no tener problemas 
3606,1,tan de la verga está la selección argentina que hoy debutó darío benedetto 
3607,0,la vdd si me grabe pero ni loca lo subo jajsjajsjaj 
3608,0, rt y subo otra foto completa con mi verga parada 
3609,0,si no te busco te valgo madre 
3610,0,enséñame tu ano quiero lamerte antes de meter mi verga 
3611,1,amiguitos no tengan novias pendejas putas como sea pero pendejas 
3612,0,me enfurece ver que la gente se trague los putos tacos de tamarindo 
3613,0, que se vallan ala v lo que te mientan la madre no vivirán en la mansión con nosotros 
3614,0,tantas putas horas para esperar al mejor y lo cortan cortan la mejor parte 
3615,0,road trip por la sierra gorda de querétaro 
3616,1,jajajajajaja ¡váyanse a la verga y dejen mis kilos de más en paz 
3617,1,con esta descarga dentro de la concha de está putita juro que queda preñada 
3618,1,no mamen ni jugando como jugamos en el barrio pasándola a todos les ganan a esos putos 
3619,0, no te equivocabas mi madre y tu tenían muchísima razón siempre es mejor lo que viene 
3620,0,aiiiiiñ mi hermanito no es joto sólo que dice que no le gusta caminar entre tanta gente como quiera te amo oma… 
3621,0,entonces que andas de vieja quemando a otros cuando tu estas igual das pena… 
3622,0,tengo tu foto para volverme loca con el corazón roto 
3623,1, puto argentino quedate en costa rica mamador demeritas el juego de méxico chinga tu madre 
3624,0,no puede ser ahora quieren que sea filósofa jajaja porno no mamar 
